TP_FUNDO;CNPJ_FUNDO;DENOM_SOCIAL;DT_COMPTC;VL_PATRIM_LIQ
FI;01.590.019/0001-06;ITAÚ PRIVATE SELECT AÇÕES FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-10-31;3029612.23
FI;01.591.605/0001-67;SANTANDER RENDA FIXA REFERENCIADO DI INSTITUCIONAL FUNDO DE INVESTIMENTO;2023-10-31;4516175888.94
FI;01.597.187/0001-15;SPECIAL RENDA FIXA REFERENCIADO DI FUNDO DE INVESTIMENTO FINANCEIRO RESPONSABILIDADE LIMITADA;2023-10-31;89714009456.58
FI;01.597.275/0001-17;ITAÚ RENDA FIXA FLOOR FUNDO DE INVESTIMENTO FINANCEIRO RESPONSABILIDADE LIMITADA;2023-10-31;1507086222.19
FI;01.599.628/0001-18;ITAÚ CORP PLUS RENDA FIXA REFERENCIADO DI FIF CIC RESPONSABILIDADE LIMITADA;2023-10-31;5003894086.52
FI;01.603.578/0001-03;ICATU VANGUARDA XI FUNDO DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO;2023-10-31;14237482.23
FI;01.605.280/0001-24;WESTERN ASSET DI MASTER FICFI RENDA FIXA REFERENCIADO;2023-10-31;32780585.16
FI;01.606.509/0001-45;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FI MULTIMERCADO PGBL/VGBL FUTURE COMPOSTO II;2023-10-31;47533070.93
FI;01.606.543/0001-10;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO ALOCAÇÃO MODERADA;2023-10-31;194660793.77
FI;01.606.544/0001-64;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FI MULTIMERCADO GOLDEN PROFIT DINÂMICO;2023-10-31;20102730.15
FI;01.606.545/0001-09;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA MACRO;2023-10-31;598204492.12
FI;01.606.546/0001-53;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA MERCÚRIO;2023-10-31;141057516.62
FI;01.606.552/0001-00;BRADESCO FUNDO DE INVESTIMENTO MULTIMERCADO PLUS;2023-10-31;2054931497.33
FI;01.608.399/0001-50;CSHG TOP AÇÕES FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;2023-10-31;68489731.21
FI;01.608.572/0001-10;BB TOP RF MODERADO FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI LONGO PRAZO;2023-10-31;12138497898.13
FI;01.608.573/0001-65;BB TOP RENDA FIXA CURTO PRAZO FUNDO DE INVESTIMENTO;2023-10-31;70696645368.34
FI;01.613.104/0001-34;ITAÚ PRIVATE CONSERVADOR FIF CIC RENDA FIXA RESP LIMITADA;2023-10-31;16908129.86
FI;01.615.744/0001-83;SANTANDER RENDA FIXA REFERENCIADO DI CRÉDITO PRIVADO EQUILIBRIO ADVANCED FIC FI;2023-10-31;6068164187.63
FI;01.616.137/0001-38;FUNDO DE INVESTIMENTO EM COTAS DE FDOS DE INVEST VOYAGER DI - RENDA FIXA REFERENCIADO DI - EXCLUSIVO;2023-10-31;981974.00
FI;01.620.027/0001-40;FUNDO DE INVESTIMENTO PB NICE MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-10-31;16569443.13
FI;01.620.606/0001-92;WESTERN ASSET BALANCEADO MULTIMERCADO FUNDO DE INVESTIMENTO;2023-10-31;2748337.36
FI;01.622.154/0001-88;BRADESCO FUNDO DE INVESTIMENTO RENDA FIXA HOUSTON;2023-10-31;978541627.23
FI;01.623.379/0001-59;FPP FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO MODERADO;2023-10-31;649906915.87
FI;01.623.389/0001-94;TRADIÇÃO Q FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2023-10-31;13199875.07
FI;01.623.535/0001-81;ITAÚ CAMBIAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-10-31;474065251.30
FI;01.623.538/0001-15;BORSEN FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA - RESPONSABILIDADE LIMITADA;2023-10-31;36125867.26
FI;01.623.857/0001-20;SANTANDER FIC FI PB MODERADO MULTIMERCADO;2023-10-31;23283741.34
FI;01.624.111/0001-31;BECSUPER - FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;2023-10-31;16512491.75
FI;01.624.178/0001-76;ITAÚ LION RENDA FIXA REFERENCIADO DI FIF CIC RESP LIMITADA;2023-10-31;7168619.24
FI;01.624.316/0001-17;ITAÚ RENDA FIXA REFERENCIADO DI FUNDO DE INVESTIMENTO FINANCEIRO RESPONSABILIDADE LIMITADA;2023-10-31;22874331234.49
FI;01.625.681/0001-46;SAFRA EXECUTIVE SPECIAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA;2023-10-31;16668704.40
FI;01.625.682/0001-90;SANTANDER PULP MULTIMERCADO CRÉDITO PRIVADO - CIC FIF RESP LIMITADA;2023-10-31;432197095.30
FI;01.626.952/0001-88;TARGET II FUNDO DE INVESTIMENTO MULTIMERCADO LONGO PRAZO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-10-31;51852474.15
FI;01.626.956/0001-66;ITAÚ K2 MULTIMERCADO - FUNDO DE INVESTIMENTO;2023-10-31;294833243.41
FI;01.626.961/0001-79;FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIIXA AROEIRA - RESPONSABILIDADE LIMITADA;2023-10-31;1793912230.53
FI;01.627.516/0001-23;SICREDI - FUNDO DE INVESTIMENTO RENDA FIXA CURTO PRAZO RESGATE FÁCIL;2023-10-31;757332182.55
FI;01.630.152/0001-30;SANTANDER BREMEN MULTIMERCADO - FUNDO DE INVESTIMENTO FINANCEIRO RESPONSABILIDADE LIMITADA;2023-10-31;698121234.03
FI;01.630.558/0001-13;SANTANDER RF REF DI FI;2023-10-31;49418542537.60
FI;01.631.246/0001-24;CONSERVADOR FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA;2023-10-31;185920177.04
FI;01.634.642/0001-05;LEVE BD FUNDO DE INVESTIMENTO MULTIMERCADO;2023-10-31;1032095073.18
FI;01.643.271/0001-28;FCOPEL FUNDO DE INVESTIMENTO EM ACOES II;2023-10-31;67293129.95
FI;01.655.956/0001-94;SANTANDER RF REFERENCIADO DI PREMIUM FI;2023-10-31;1841514800.74
FI;01.656.101/0001-88;MCR-PRINCIPAL FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES RESPONSABILIDADE LIMITADA;2023-10-31;298038936.46
FI;01.675.497/0001-00;PLURAL AÇÕES FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;2023-10-31;197764001.43
FI;01.678.491/0001-97;WESTERN ASSET MULTIRENDA 30 FIC FI MULTIMERCADO;2023-10-31;2970085.04
FI;01.699.688/0001-02;SANTANDER FI IBOVESPA ATIVO INSTITUCIONAL AÇÕES;2023-10-31;234370892.30
FI;01.723.830/0001-00;PROSPERO FUNDO DE INVESTIMENTO EM AÇÕES;2023-10-31;877722.85
FI;01.745.808/0001-60;PAVA FUNDO DE INVESTIMENTO DE AÇÕES;2023-10-31;130772479.98
FI;01.753.087/0001-30;COMPOSITE AÇÕES FUNDO DE INVESTIMENTO EM AÇÕES;2023-10-31;60067630.53
FI;01.757.217/0001-03;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO MAIS;2023-10-31;3056576.78
FI;01.776.200/0001-01;CLIC FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES - RESPONSABILIDADE LIMITADA;2023-10-31;22446405.50
FI;01.789.400/0001-90;WESTERN ASSET IBOVESPA ATIVO FUNDO DE INVESTIMENTO EM AÇÕES;2023-10-31;7609599.11
FI;01.822.655/0001-08;BANRISUL MASTER FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO-DI DE LONGO PRAZO;2023-10-31;2397711672.49
FI;01.823.373/0001-25;GAP ABSOLUTO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-10-31;662213362.90
FI;01.873.685/0001-43;PREVI RENDA FIXA TÍTULOS PÚBLICOS HTM FUNDO DE INVESTIMENTO;2023-10-31;3090561571.81
FI;01.884.229/0001-07;ICATU VANGUARDA CAP SOBERANO FUNDO DE INVESTIMENTO RENDA FIXA;2023-10-31;985280582.96
FI;01.889.170/0001-31;ITAÚ BBA ÍCARUS RENDA FIXA CURTO PRAZO FIF CIC RESPONSABILIDADE LIMITADA;2023-10-31;94884696.36
FI;01.912.197/0001-06;FPRV1 SABIÁ FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2023-10-31;10182067550.92
FI;01.960.341/0001-71;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA CURTO PRAZO VERSÁTIL;2023-10-31;19991598.61
FI;01.972.663/0001-30;SUPER PREMIUM RENDA FIXA REFERENCIADO DI FIF CIC RESP LIMITADA;2023-10-31;18216955.53
FI;01.975.502/0001-09;SAFRA ITAIPAVA - FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO - INVESTIDOR PROFISSIONAL;2023-10-31;941824675.55
FI;01.978.445/0001-03;BRB FUNDO DE INVESTIMENTO MULTIMERCADO LONGO PRAZO BRASÍLIA;2023-10-31;9399690.05
FI;01.996.007/0001-78;BB RENDA FIXA REFERENCIADO DI LP PLUS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-10-31;4180048775.71
FI;02.010.147/0001-98;BB RENDA FIXA CURTO PRAZO CLÁSSICO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-10-31;1370026203.31
FI;02.020.528/0001-58;BB AÇÕES ENERGIA FUNDO DE INVESTIMENTO;2023-10-31;215290624.59
FI;02.037.763/0001-32;FUNDO DE INVESTIMENTO RENDA FIXA MAPFRE MASTER IGPM;2023-10-31;263037532.00
FI;02.039.468/0001-15;FUNDO DE INVESTIMENTO DE AÇÕES MILLENIUM;2023-10-31;4113970.85
FI;02.081.341/0001-64;BAHIA AM FUNDO DE INVESTIMENTO CAMBIAL;2023-10-31;28527525.41
FI;02.097.249/0001-92;SAFRA SETORIAL BANCOS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;2023-10-31;28830536.92
FI;02.097.252/0001-06;SAFRA MULTIDIVIDENDOS PB FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;2023-10-31;19385019.64
FI;02.097.253/0001-50;SAFRA PRIVATE FUNDO DE INVESTIMENTO EM AÇÕES;2023-10-31;11397587.82
FI;02.117.671/0001-62;ITAÚ CELI MULTIMERCADO - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-10-31;73327095.02
FI;02.127.428/0001-25;SUL AMÉRICA ESPECIAL FUNDO DE INVESTIMENTO RENDA FIXA;2023-10-31;32639935.63
FI;02.131.724/0001-08;BANRISUL INFRA-ESTRUTURA FUNDO DE INVESTIMENTO EM AÇÕES;2023-10-31;33210443.79
FI;02.131.725/0001-44;BANRISUL ÍNDICE FUNDO DE INVESTIMENTO EM AÇÕES;2023-10-31;18675110.48
FI;02.138.442/0001-24;BRADESCO H FUNDO DE INVESTIMENTO AÇÕES DIVIDENDOS;2023-10-31;30430973.19
FI;02.143.193/0001-65;PROFIX INSTITUCIONAL FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2023-10-31;1204301.86
FI;02.143.194/0001-00;BRASIL PLURAL FUNDO DE INVESTIMENTO ENERGIE RENDA FIXA;2023-10-31;256077602.89
FI;02.145.108/0001-06;ALFA SEGURADORA FUNDO DE INVESTIMENTO RENDA FIXA - INVESTIDOR PROFISSIONAL;2023-10-31;298835000.29
FI;02.162.620/0001-52;VENTOR DÓLAR HEDGE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-10-31;79611151.59
FI;02.171.479/0001-54;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES IBOVESPA ATIVO;2023-10-31;33135623.17
FI;02.190.541/0001-55;BRASILSEG ATIVO FUNDO DE INVESTIMENTO RENDA FIXA;2023-10-31;271961134.21
FI;02.198.411/0001-69;SAFRA PREVFIX - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA PREVIDENCIARIO;2023-10-31;80900301.93
FI;02.201.163/0001-68;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA PERSONAL RENDA FIXA LONGO PRAZO;2023-10-31;3372141166.73
FI;02.201.164/0001-02;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA ABSOLUTO PRÉ RENDA FIXA LONGO PRAZO;2023-10-31;193742498.55
FI;02.201.500/0001-17;XP MULTIGESTOR TOP PRIVATE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2023-10-31;10891753.56
FI;02.205.515/0001-53;ENNESA FUNDO DE INVESTIMENTO DE AÇÕES;2023-10-31;129313199.60
FI;02.222.178/0001-02;ITAÚ CAMBIAL DÓLAR FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-10-31;55091296.08
FI;02.224.354/0001-45;SANTANDER RENDA FIXA REFERENCIADO DI INSTITUCIONAL PREMIUM FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS;2023-10-31;2862461637.51
FI;02.224.382/0001-62;SANTANDER RENDA FIXA REFERENCIADO DI CRÉDITO PRIVADO EQUILÍBRIO FUNDO DE INVESTIMENTO;2023-10-31;7170970561.29
FI;02.266.145/0001-64;BB EXTRAMERCADO EXCLUSIVO FAT FUNDO DE INVESTIMENTO RENDA FIXA;2023-10-31;54873779727.98
FI;02.290.048/0001-07;ITAUVEST RENDA FIXA CURTO PRAZO PLUS FUNDO DE INVESTIMENTO FINANCEIRO DA CIC RESP LIMITADA;2023-10-31;58490170.44
FI;02.290.279/0001-10;ITAÚ EXCHANGE CAMBIAL - FUNDO DE INVESTIMENTO;2023-10-31;647595039.42
FI;02.290.280/0001-45;ITAÚ FLEXPREV PLUS FIF CIC RF - RESP LIMITADA;2023-10-31;4003674353.71
FI;02.290.304/0001-66;ITAÚ FLEXPREV SPECIAL II FIF CIC RF - RESP LIMITADA;2023-10-31;1084446930.98
FI;02.290.305/0001-00;ITAÚ EMPRESA MULTIESTRATÉGIA MULTIMERCADO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-10-31;2549042.03
FI;02.294.024/0001-26;BRADESCO H FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTOS CAMBIAL LONGO PRAZO DÓLAR;2023-10-31;129747260.28
FI;02.294.026/0001-15;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA REFERENCIADO DI FALCÃO;2023-10-31;2418962321.68
FI;02.294.033/0001-17;SANTANDER PB BRSL MULTIMERCADO FUNDO DE INVESTIMENTO;2023-10-31;36068091.52
FI;02.296.928/0001-90;BB INSTITUCIONAL FUNDO DE INVESTIMENTO RENDA FIXA;2023-10-31;2003139242.45
FI;02.297.087/0001-36;BB RENDA FIXA LP INDICE DE PREÇO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-10-31;119230133.34
FI;02.323.746/0001-61;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA SOBERANO RENDA FIXA LONGO PRAZO;2023-10-31;81816085.30
FI;02.335.944/0001-45;BRADESCO FUNDO DE INVESTIMENTO RENDA FIXA TARGET I;2023-10-31;467523841.68
FI;02.343.288/0001-22;FUNDO DE INVESTIMENTO DE AÇÕES MAINA;2023-10-31;1185570406.16
FI;02.367.527/0001-84;SANTANDER RENDA FIXA REFERENCIADO DI MASTER FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-10-31;3533104828.54
FI;02.430.487/0001-78;BANRISUL SUPER FUNDO DE INVESTIMENTO RENDA FIXA CURTO PRAZO;2023-10-31;721224577.56
FI;02.436.763/0001-05;SANTANDER SELEÇÃO CRESCIMENTO SENIOR AÇÕES FIC FI;2023-10-31;66807015.36
FI;02.444.266/0001-59;SET FUNDO DE INVESTIMENTO EM AÇÕES;2023-10-31;294558670.26
FI;02.480.563/0001-50;EMPYREO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;2023-10-31;3894040.69
FI;02.497.034/0001-69;ITAÚ CAMBIAL DÓLAR - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-10-31;12181292.75
FI;02.498.096/0001-95;SUPER CONSERVADOR FIF MULTIMERCADO - RESPONSABILIDADE LIMITADA;2023-10-31;659119173.36
FI;02.498.188/0001-75;SPEED PECÚLIO FUNDO DE INVESTIMENTO MULTIMERCADO PREVIDENCIÁRIO;2023-10-31;466595628.66
FI;02.498.189/0001-10;SANTANDER FIC FI PREV MODERADO MULTIMERCADO CREDITO PRIVADO;2023-10-31;225089820.04
FI;02.498.190/0001-44;SANTANDER FIC FI PREV FIX RENDA FIXA CREDITO PRIVADO;2023-10-31;945922740.16
FI;02.498.201/0001-96;SUL AMÉRICA SAP GRUPAL FUNDO DE INVESTIMENTO RENDA FIXA;2023-10-31;46188331.23
FI;02.498.204/0001-20;SANTANDER CAMBIAL MASTER FIC FI;2023-10-31;112888030.38
FI;02.498.604/0001-35;FI EM QUOTAS DE FI MULTIMERCADO CRÉDITO PRIVADO PORTFOLIO IX INVESTIMENTO NO EXTERIOR;2023-10-31;6913695.52
FI;02.506.721/0001-01;BB RENDA FIXA SIMPLES SOLIDEZ DIFERENCIADO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-10-31;19696892848.75
FI;02.513.875/0001-12;FUNDO DE INVESTIMENTO TESOURO RENDA FIXA;2023-10-31;42331683024.12
FI;02.536.364/0001-16;SAFRA DI MASTER FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI LONGO PRAZO;2023-10-31;2935949501.40
FI;02.537.224/0001-62;PHENIX I FUNDO DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO;2023-10-31;98923174.31
FI;02.539.921/0001-52;BNP PARIBAS RF FUNDO DE INVESTIMENTO RENDA FIXA;2023-10-31;253978811.88
FI;02.543.811/0001-64;SANTANDER RENDA FIXA REFERENCIADO DI CENTRUM FIC FI;2023-10-31;721048044.07
FI;02.546.749/0001-64;SAFRA DI PREMIERE FUNDO DE INVESTIMENTO EM COTAS FI RENDA FIXA REFERENCIADO DI LONGO PRAZO;2023-10-31;103082121.93
FI;02.561.139/0001-30;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA PREV FÁCIL PGBL FIX;2023-10-31;1695706453.35
FI;02.561.152/0001-99;BRADESCO FUNDO DE INVESTIMENTO MULTIMERCADO FEB BD;2023-10-31;575003580.52
FI;02.561.193/0001-85;BRADESCO FUNDO DE INVESTIMENTO RENDA FIXA FOCO;2023-10-31;136894323.42
FI;02.567.991/0001-14;FUNDO DE INVESTIMENTO RENDA FIXA SANTA CATARINA;2023-10-31;387955959.89
FI;02.567.996/0001-47;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FIF RF REF DI FEDERAL PLUS - RESP LIMITADA;2023-10-31;286998848.28
FI;02.567.997/0001-91;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA MARTE;2023-10-31;524890653.00
FI;02.603.461/0001-84;PORTO SEGURO CLÁSSICO RENDA FIXA FICFI LONGO PRAZO;2023-10-31;387582620.99
FI;02.611.573/0001-87;SETOR FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-10-31;1112052444.37
FI;02.650.451/0001-08;FUNDO DE INVESTIMENTO RENDA FIXA MAPFRE TR SOBERANO;2023-10-31;112172174.16
FI;02.668.201/0001-97;BNP PARIBAS EQD BRAZIL FUND FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVEST. NO EXTERIOR;2023-10-31;864644217.09
FI;02.668.765/0001-20;ITAUPREV ANNUITY V30 FIF CIC MULT - RESP LIMITADA;2023-10-31;16950935.18
FI;02.668.766/0001-74;ITAUPREV ANNUITY F100 FIF CIC RF - RESP LIMITADA;2023-10-31;69485891.49
FI;02.668.779/0001-43;ITAUPREV ANNUITY V5 FIF CIC MULT - RESP LIMITADA;2023-10-31;15446974.69
FI;02.668.782/0001-67;ITAUPREV ANNUITY V15 FIF CIC MULT - RESP LIMITADA;2023-10-31;27354095.90
FI;02.710.116/0001-40;PLANO ACCOR DE PREVIDÊNCIA FC FI RENDA FIXA PGBL/VGBL;2023-10-31;86143496.65
FI;02.724.993/0001-70;SUL AMÉRICA FMP - FGTS  PETROBRAS;2023-10-31;17488459.75
FI;02.727.085/0001-30;MÁXIMA  FMP - FGTS  PETROBRAS;2023-10-31;1479950.22
FI;02.733.791/0001-94;ALFA MIX - FUNDO DE INVESTIMENTO RENDA FIXA LONGO PRAZO;2023-10-31;97820789.83
FI;02.733.802/0001-36;ALFA ORBIS DI - FUNDO DE INVESTIMENTO RENDA FIXA  REFERENCIADO LONGO PRAZO;2023-10-31;8438823.38
FI;02.748.688/0001-18;SAFRA AÇÕES FUNDO DE INVESTIMENTO EM AÇÕES;2023-10-31;24448228.74
FI;02.753.973/0001-27;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FI MULTIMERCADO PGBL/VGBL FUTURE COMPOSTO I;2023-10-31;66742103.59
FI;02.763.602/0001-26;BRADESCO PRIME FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES SMALL CAP;2023-10-31;112472586.27
FI;02.763.747/0001-27;HONOR AÇÕES FUNDO DE INVESTIMENTO;2023-10-31;904848453.99
FI;02.764.336/0001-56;ICATU SEG MODERADO B FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO RENDA FIXA;2023-10-31;111080804.01
FI;02.764.357/0001-71;ICATU SEG COMPOSTO 20C FUNDO DE INVESTIMENTO EM COTAS FIF MULT - RESP LIMITADA;2023-10-31;98441036.19
FI;02.764.393/0001-35;ICATU SEG COMPOSTO 10C FUNDO DE INVESTIMENTO EM COTAS FIF MULT - RESP LIMITADA;2023-10-31;41338649.12
FI;02.764.418/0001-09;ICATU SEG COMPOSTO 49C FUNDO DE INVESTIMENTO EM COTAS FIF MULT - RESP LIMITADA;2023-10-31;75649565.70
FI;02.764.423/0001-03;ICATU SEG COMPOSTO 20B FUNDO DE INVESTIMENTO EM COTAS FIF MULT - RESP LIMITADA;2023-10-31;51070580.89
FI;02.764.427/0001-91;ICATU SEG COMPOSTO 10B FUNDO DE INVESTIMENTO EM COTAS FIF MULT - RESP LIMITADA;2023-10-31;17952600.48
FI;02.764.434/0001-93;ICATU SEG COMPOSTO 49B FUNDO DE INVESTIMENTO EM COTAS FIF MULT - RESP LIMITADA;2023-10-31;32723128.75
FI;02.764.937/0001-69;ICATU SEG MODERADO C FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO RENDA FIXA;2023-10-31;180937997.55
FI;02.770.446/0001-20;ITAÚ UNIBANCO POLO FIF MULT CRÉD PRIV - RESPONSABILIDADE LIMITADA;2023-10-31;19511132.14
FI;02.775.809/0001-10;FIORINA MULTIMERCADO - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-10-31;33757781.75
FI;02.775.883/0001-37;PRIVBANK DIAMANTE PLUS MULTIMERCADO - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2023-10-31;8026679.16
FI;02.782.911/0001-43;BTG PACTUAL ICATU CONSERVADOR FI EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA CREDITO PRIVADO PREVI;2023-10-31;36559798.34
FI;02.786.593/0001-99;BTG PACTUAL ICATU SEG DINÂMICO 49 FIC DE FI MULTIMERCADO CRÉDITO PRIVADO PREVIDENCIÁRIO;2023-10-31;2420079.98
FI;02.811.681/0001-01;SULAMERICA MIX 49 FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO;2023-10-31;50991207.94
FI;02.832.973/0001-12;SANTANDER AÇÕES IBOVESPA ATIVO SUPREMO FIC FI;2023-10-31;144145745.11
FI;02.837.483/0001-09;BRADESCO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR ORÍGENES;2023-10-31;57815531.94
FI;02.838.578/0001-47;BB   FMP - FGTS  PETROBRAS;2023-10-31;215692422.99
FI;02.838.583/0001-50;BB TOP DOLAR FUNDO DE INVESTIMENTO CAMBIAL LP;2023-10-31;897634362.07
FI;02.846.259/0001-83;TIBAGI FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2023-10-31;77379781.41
FI;02.850.835/0001-66;UNIVERSAL I FUNDO DE INVESTIMENTO FINANCEIRO MULT CRÉDITO PRIVADO - RESP LIMITADA;2023-10-31;588143204.60
FI;02.850.991/0001-27;ITAÚ DI CORPORATE FIF DA CLASSE DE INVESTIMENTO EM COTAS RF REFERENCIADO RESP LIMITADA;2023-10-31;8861646.05
FI;02.851.024/0001-80;ITAÚ FLEXPREV CORPORATE II FIF CIC RF - RESP LIMITADA;2023-10-31;362207210.22
FI;02.867.883/0001-67;FUNDO DE INVESTIMENTO EM AÇÕES MISTYQUE INVESTIMENTO NO EXTERIOR;2023-10-31;1025482691.67
FI;02.885.730/0001-42;KONA FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;2023-10-31;8549088281.61
FI;02.885.907/0001-00;WESTERN ASSET RF ATIVO PLUS FIC FI RENDA FIXA;2023-10-31;9120033.10
FI;02.887.290/0001-62;ITAÚ AÇÕES DIVIDENDOS - FUNDO DE INVESTIMENTO;2023-10-31;235146383.33
FI;02.887.434/0001-80;ITAÚ HIGH YIELD RENDA FIXA CRÉD PRIV LONGO PRAZO FIF CIC RESP LIMITADA;2023-10-31;137697843.25
FI;02.887.456/0001-40;ITAUVEST RENDA FIXA CURTO PRAZO FIF CIC RESPONSABILIDADE LIMITADA;2023-10-31;1109381.80
FI;02.887.948/0001-36;ITAÚ RENDA FIXA REFERENCIADO DI MAXIME FIF DA CIC RESP LIMITADA;2023-10-31;1507740082.71
FI;02.895.694/0001-06;FRANKLIN VALOR E LIQUIDEZ FVL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;2023-10-31;56154415.13
FI;02.898.519/0001-64;ITAÚ FLEXPREV CORPORATE III RV 49 FIF CIC MULT - RESP LIMITADA;2023-10-31;4776471.44
